Year,SOURCE_DETAIL,SDG Series,Unit of measure,Source details,Value
2009,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-5.21907
2010,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",14.35239
2011,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",8.36735
2012,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.25989
2013,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-0.46041
2014,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",1.85014
2015,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-2.18529
2016,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-6.56919
2017,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-1.0177
2018,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",6.7721
2019,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-3.15761
2020,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of exports of goods and services (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-8.20857
1961,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-35.18791
1962,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-7.47654
1963,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",19.47565
1964,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",-15.82406
1965,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",7.63881
1966,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",49.21908
1967,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",6.75174
1968,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",40.42227
1969,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",2.5098
1970,"World Bank national accounts data, and OECD National Accounts data files.",Annual growth of the gross capital formation (%) [17.13.1],Percent,"World Bank national accounts data, and OECD National Accounts data files.",37.74889
